path,name,parent_path,node_type,file_type,category,purpose,defines,execution_role,used_by,depends_on,inputs,outputs,side_effects,env_config_requirements,related_files,doc_role,doc_content_summary,doc_purpose,doc_discusses,doc_references,doc_time_horizon,doc_style,doc_apparent_overlap,doc_status_signals,doc_decision_support_notes,confidence,excluded_reason
fight-caves-RL/data/quest/members/path_of_glouphrie,path_of_glouphrie,fight-caves-RL/data/quest/members,directory,Directory,simulation,Contains files for fight-caves-RL/data/quest/members / path_of_glouphrie.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/data/quest/members/path_of_glouphrie/path_of_glouphrie.items.toml,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/path_of_glouphrie/path_of_glouphrie.items.toml,path_of_glouphrie.items.toml,fight-caves-RL/data/quest/members/path_of_glouphrie,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/perils_of_ice_mountain,perils_of_ice_mountain,fight-caves-RL/data/quest/members,directory,Directory,simulation,Contains files for fight-caves-RL/data/quest/members / perils_of_ice_mountain.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/data/quest/members/perils_of_ice_mountain/perils_of_ice_mountain.items.toml,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/perils_of_ice_mountain/perils_of_ice_mountain.items.toml,perils_of_ice_mountain.items.toml,fight-caves-RL/data/quest/members/perils_of_ice_mountain,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/pirates_treasure,pirates_treasure,fight-caves-RL/data/quest/members,directory,Directory,simulation,Contains files for fight-caves-RL/data/quest/members / pirates_treasure.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/data/quest/members/pirates_treasure/pirates_treasure.items.toml,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/pirates_treasure/pirates_treasure.items.toml,pirates_treasure.items.toml,fight-caves-RL/data/quest/members/pirates_treasure,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/plague_city,plague_city,fight-caves-RL/data/quest/members,directory,Directory,simulation,Contains files for fight-caves-RL/data/quest/members / plague_city.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/data/quest/members/plague_city/plague_city.anims.toml; fight-caves-RL/data/quest/members/plague_city/plague_city.items.toml; fight-caves-RL/data/quest/members/plague_city/plague_city.npcs.toml,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/plague_city/plague_city.anims.toml,plague_city.anims.toml,fight-caves-RL/data/quest/members/plague_city,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/plague_city/plague_city.items.toml,plague_city.items.toml,fight-caves-RL/data/quest/members/plague_city,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/plague_city/plague_city.npcs.toml,plague_city.npcs.toml,fight-caves-RL/data/quest/members/plague_city,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/plague_city/plague_city.objs.toml,plague_city.objs.toml,fight-caves-RL/data/quest/members/plague_city,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/plague_city/plague_city.sounds.toml,plague_city.sounds.toml,fight-caves-RL/data/quest/members/plague_city,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/plague_city/plague_city.teles.toml,plague_city.teles.toml,fight-caves-RL/data/quest/members/plague_city,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/plague_city/plague_city.varbits.toml,plague_city.varbits.toml,fight-caves-RL/data/quest/members/plague_city,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/plague_city/plague_city.varps.toml,plague_city.varps.toml,fight-caves-RL/data/quest/members/plague_city,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/priest_in_peril,priest_in_peril,fight-caves-RL/data/quest/members,directory,Directory,simulation,Contains files for fight-caves-RL/data/quest/members / priest_in_peril.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/data/quest/members/priest_in_peril/priest_in_peril.items.toml; fight-caves-RL/data/quest/members/priest_in_peril/priest_in_peril.npcs.toml,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/priest_in_peril/priest_in_peril.items.toml,priest_in_peril.items.toml,fight-caves-RL/data/quest/members/priest_in_peril,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/priest_in_peril/priest_in_peril.npcs.toml,priest_in_peril.npcs.toml,fight-caves-RL/data/quest/members/priest_in_peril,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/quiet_before_the_swarm,quiet_before_the_swarm,fight-caves-RL/data/quest/members,directory,Directory,simulation,Contains files for fight-caves-RL/data/quest/members / quiet_before_the_swarm.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/data/quest/members/quiet_before_the_swarm/quiet_before_the_swarm.gfx.toml; fight-caves-RL/data/quest/members/quiet_before_the_swarm/quiet_before_the_swarm.items.toml,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/quiet_before_the_swarm/quiet_before_the_swarm.gfx.toml,quiet_before_the_swarm.gfx.toml,fight-caves-RL/data/quest/members/quiet_before_the_swarm,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/quiet_before_the_swarm/quiet_before_the_swarm.items.toml,quiet_before_the_swarm.items.toml,fight-caves-RL/data/quest/members/quiet_before_the_swarm,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/quiet_before_the_swarm/void_knight_ship_battle,void_knight_ship_battle,fight-caves-RL/data/quest/members/quiet_before_the_swarm,directory,Directory,simulation,Contains files for fight-caves-RL/data/quest/members/quiet_before_the_swarm / void_knight_ship_battle.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/data/quest/members/quiet_before_the_swarm/void_knight_ship_battle/void_knight_ship_battle.npc-spawns.toml,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/quiet_before_the_swarm/void_knight_ship_battle/void_knight_ship_battle.npc-spawns.toml,void_knight_ship_battle.npc-spawns.toml,fight-caves-RL/data/quest/members/quiet_before_the_swarm/void_knight_ship_battle,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/rag_and_bone_man_1,rag_and_bone_man_1,fight-caves-RL/data/quest/members,directory,Directory,simulation,Contains files for fight-caves-RL/data/quest/members / rag_and_bone_man_1.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/data/quest/members/rag_and_bone_man_1/rag_and_bone_man_1.items.toml,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/rag_and_bone_man_1/rag_and_bone_man_1.items.toml,rag_and_bone_man_1.items.toml,fight-caves-RL/data/quest/members/rag_and_bone_man_1,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/ratcatchers,ratcatchers,fight-caves-RL/data/quest/members,directory,Directory,simulation,Contains files for fight-caves-RL/data/quest/members / ratcatchers.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/data/quest/members/ratcatchers/rat_catchers.npc-spawns.toml; fight-caves-RL/data/quest/members/ratcatchers/rat_catchers.npcs.toml; fight-caves-RL/data/quest/members/ratcatchers/rat_pits.npc-spawns.toml,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/ratcatchers/rat_catchers.npc-spawns.toml,rat_catchers.npc-spawns.toml,fight-caves-RL/data/quest/members/ratcatchers,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/ratcatchers/rat_catchers.npcs.toml,rat_catchers.npcs.toml,fight-caves-RL/data/quest/members/ratcatchers,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/ratcatchers/rat_pits.npc-spawns.toml,rat_pits.npc-spawns.toml,fight-caves-RL/data/quest/members/ratcatchers,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/ratcatchers/rat_pits.npcs.toml,rat_pits.npcs.toml,fight-caves-RL/data/quest/members/ratcatchers,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/ratcatchers/rat_pits.teles.toml,rat_pits.teles.toml,fight-caves-RL/data/quest/members/ratcatchers,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/ratcatchers/ratcatchers.items.toml,ratcatchers.items.toml,fight-caves-RL/data/quest/members/ratcatchers,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/ratcatchers/ratcatchers.jingles.toml,ratcatchers.jingles.toml,fight-caves-RL/data/quest/members/ratcatchers,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/recipe_for_disaster,recipe_for_disaster,fight-caves-RL/data/quest/members,directory,Directory,simulation,Contains files for fight-caves-RL/data/quest/members / recipe_for_disaster.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/data/quest/members/recipe_for_disaster/recipe_for_disaster.drops.toml; fight-caves-RL/data/quest/members/recipe_for_disaster/recipe_for_disaster.ifaces.toml; fight-caves-RL/data/quest/members/recipe_for_disaster/recipe_for_disaster.invs.toml,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/recipe_for_disaster/recipe_for_disaster.drops.toml,recipe_for_disaster.drops.toml,fight-caves-RL/data/quest/members/recipe_for_disaster,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/recipe_for_disaster/recipe_for_disaster.ifaces.toml,recipe_for_disaster.ifaces.toml,fight-caves-RL/data/quest/members/recipe_for_disaster,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/recipe_for_disaster/recipe_for_disaster.invs.toml,recipe_for_disaster.invs.toml,fight-caves-RL/data/quest/members/recipe_for_disaster,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/recipe_for_disaster/recipe_for_disaster.items.toml,recipe_for_disaster.items.toml,fight-caves-RL/data/quest/members/recipe_for_disaster,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/recipe_for_disaster/recipe_for_disaster.jingles.toml,recipe_for_disaster.jingles.toml,fight-caves-RL/data/quest/members/recipe_for_disaster,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/recipe_for_disaster/recipe_for_disaster.npc-spawns.toml,recipe_for_disaster.npc-spawns.toml,fight-caves-RL/data/quest/members/recipe_for_disaster,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/recipe_for_disaster/recipe_for_disaster.npcs.toml,recipe_for_disaster.npcs.toml,fight-caves-RL/data/quest/members/recipe_for_disaster,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/recipe_for_disaster/recipe_for_disaster.varbits.toml,recipe_for_disaster.varbits.toml,fight-caves-RL/data/quest/members/recipe_for_disaster,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/recruitment_drive,recruitment_drive,fight-caves-RL/data/quest/members,directory,Directory,simulation,Contains files for fight-caves-RL/data/quest/members / recruitment_drive.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/data/quest/members/recruitment_drive/recruitment_drive.items.toml; fight-caves-RL/data/quest/members/recruitment_drive/recruitment_drive.jingles.toml,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/recruitment_drive/recruitment_drive.items.toml,recruitment_drive.items.toml,fight-caves-RL/data/quest/members/recruitment_drive,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/recruitment_drive/recruitment_drive.jingles.toml,recruitment_drive.jingles.toml,fight-caves-RL/data/quest/members/recruitment_drive,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/regicide,regicide,fight-caves-RL/data/quest/members,directory,Directory,simulation,Contains files for fight-caves-RL/data/quest/members / regicide.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/data/quest/members/regicide/regicide.items.toml,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/regicide/regicide.items.toml,regicide.items.toml,fight-caves-RL/data/quest/members/regicide,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/rocking_out,rocking_out,fight-caves-RL/data/quest/members,directory,Directory,simulation,Contains files for fight-caves-RL/data/quest/members / rocking_out.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/data/quest/members/rocking_out/rocking_out.items.toml,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/rocking_out/battle_of_the_archipelago,battle_of_the_archipelago,fight-caves-RL/data/quest/members/rocking_out,directory,Directory,simulation,Contains files for fight-caves-RL/data/quest/members/rocking_out / battle_of_the_archipelago.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/data/quest/members/rocking_out/battle_of_the_archipelago/battle_of_the_archipelago.npc-spawns.toml; fight-caves-RL/data/quest/members/rocking_out/battle_of_the_archipelago/battle_of_the_archipelago.npcs.toml,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/rocking_out/battle_of_the_archipelago/battle_of_the_archipelago.npc-spawns.toml,battle_of_the_archipelago.npc-spawns.toml,fight-caves-RL/data/quest/members/rocking_out/battle_of_the_archipelago,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/rocking_out/battle_of_the_archipelago/battle_of_the_archipelago.npcs.toml,battle_of_the_archipelago.npcs.toml,fight-caves-RL/data/quest/members/rocking_out/battle_of_the_archipelago,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/rocking_out/rocking_out.items.toml,rocking_out.items.toml,fight-caves-RL/data/quest/members/rocking_out,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/roving_elves,roving_elves,fight-caves-RL/data/quest/members,directory,Directory,simulation,Contains files for fight-caves-RL/data/quest/members / roving_elves.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/data/quest/members/roving_elves/roving_elves.items.toml,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/roving_elves/roving_elves.items.toml,roving_elves.items.toml,fight-caves-RL/data/quest/members/roving_elves,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/royal_trouble,royal_trouble,fight-caves-RL/data/quest/members,directory,Directory,simulation,Contains files for fight-caves-RL/data/quest/members / royal_trouble.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/data/quest/members/royal_trouble/royal_trouble.drops.toml; fight-caves-RL/data/quest/members/royal_trouble/royal_trouble.items.toml; fight-caves-RL/data/quest/members/royal_trouble/royal_trouble.npcs.toml,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/royal_trouble/royal_trouble.drops.toml,royal_trouble.drops.toml,fight-caves-RL/data/quest/members/royal_trouble,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/royal_trouble/royal_trouble.items.toml,royal_trouble.items.toml,fight-caves-RL/data/quest/members/royal_trouble,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/royal_trouble/royal_trouble.npcs.toml,royal_trouble.npcs.toml,fight-caves-RL/data/quest/members/royal_trouble,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/rum_deal,rum_deal,fight-caves-RL/data/quest/members,directory,Directory,simulation,Contains files for fight-caves-RL/data/quest/members / rum_deal.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/data/quest/members/rum_deal/braindeath_island.item-spawns.toml; fight-caves-RL/data/quest/members/rum_deal/rum_deal.gfx.toml; fight-caves-RL/data/quest/members/rum_deal/rum_deal.items.toml,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
